"DS_SIT_ALU","aluno","DT_SIT_ALU","CD_ANO_INGRESSO","CD_SEM_INGRESSO","CD_ANO_ENS_MEDIO","CD_SEXO","DS_BAIRRO","DS_CIDADE","DS_ESTADO","LO_ProvavelConcludente","DEFICIENCIA","COR_RACA","num_idade","BOLSA_CONTA_BANCO_ID","BOLSAS_COTA_PRIORIDADE","N_COLOCA","N_TOTESC","N_NOTRED"
CURSANDO,310,2018-12-13 00:00:00.000,"2018","2","2018","1",JOSE WALTER LOT MONTENEGRO II ,FORTALEZA                     ,CE,0,"0",3,22,237,99,33,76.0,70.102
CURSANDO,311,2021-06-14 00:00:00.000,"2018","2","2018","1",ANTONIO BEZERRA               ,FORTALEZA                     ,CE,0,"0",1,23,,99,34,78.0,68.9657
CURSANDO,312,2018-12-13 00:00:00.000,"2018","2","2017","1",JOAQUIM TAVORA                ,FORTALEZA                     ,CE,0,"0",3,24,,99,36,58.0,70.102
CURSANDO,313,2018-12-13 00:00:00.000,"2018","2","2015","1",MESSEJANA                     ,FORTALEZA                     ,CE,0,"0",1,26,237,99,37,78.0,57.6032
CURSANDO,314,2018-12-14 00:00:00.000,"2018","2","2017","1",BELA VISTA                    ,FORTALEZA                     ,CE,0,"0",0,23,,99,2,,
ABANDONO,315,2023-08-28 15:26:00.000,"2018","2","2008","2",PARANGABA                     ,FORTALEZA                     ,CE,0,"0",3,32,,99,3,,
DESISTENTE,316,2023-06-19 00:00:00.000,"2018","2","2017","1",CANINDEZINHO                  ,FORTALEZA                     ,CE,0,"0",3,22,1,99,3,,
ABANDONO,317,2023-08-28 15:26:00.000,"2018","2","2018","1",JOAQUIM TAVORA                ,FORTALEZA                     ,CE,0,"0",1,23,,99,,,
DESISTENTE,318,2019-08-02 00:00:00.000,"2019","1","2017","2",CENTRO                        ,TAUA                          ,CE,0,"0",0,23,,3,1,58.0,57.8307
CURSANDO,319,2019-06-03 00:00:00.000,"2019","1","2017","1",GRANJA PORTUGAL               ,FORTALEZA                     ,CE,0,"0",2,23,,2,1,72.0,56.0028
CURSANDO,320,2019-06-03 00:00:00.000,"2019","1","2013","1",PARQUE POTIRA                 ,CAUCAIA                       ,CE,0,"0",3,28,237,3,2,52.0,66.5132
CURSANDO,321,2019-06-03 00:00:00.000,"2019","1","2011","1",ITAOCA                        ,FORTALEZA                     ,CE,0,"0",3,30,,2,2,62.0,65.1423
DESISTENTE,322,2022-05-11 00:00:00.000,"2019","1","2018","1",JOAO XXIII                    ,FORTALEZA                     ,CE,0,"12",3,24,,1,1,48.0,41.3796
CURSANDO,323,2023-06-01 00:00:00.000,"2019","1","2018","1",ITAPERI                       ,FORTALEZA                     ,CE,0,"0",3,22,,99,18,90.0,72.3465
CURSANDO,324,2019-06-03 00:00:00.000,"2019","1","2018","2",CIDADE DOS FUNCIONARIOS       ,FORTALEZA                     ,CE,0,"0",3,22,237,99,3,138.0,74.2818
ABANDONO,325,2023-08-28 15:26:00.000,"2019","1","2011","1",JANGURUSSU                    ,FORTALEZA                     ,CE,0,"0",1,29,,99,20,110.0,70.626
CURSANDO,326,2019-06-03 00:00:00.000,"2019","1","2018","1",FATIMA                        ,FORTALEZA                     ,CE,0,"0",0,22,237,99,21,106.0,69.2551
ABANDONO,327,2023-08-28 15:26:00.000,"2019","1","2012","1",CRISTO REDENTOR               ,FORTALEZA                     ,CE,0,"0",0,28,,99,24,88.0,67.8842
ABANDONO,328,2023-08-28 15:26:00.000,"2019","1","2018","1",ENGENHEIRO LUCIANO CAVALCANTE ,FORTALEZA                     ,CE,0,"0",0,23,,99,30,106.0,68.3411
CURSANDO,329,2022-06-07 00:00:00.000,"2019","1","2018","1",LAGOA REDONDA                 ,FORTALEZA                     ,CE,0,"0",3,22,,99,33,90.0,64.6853
CURSANDO,330,2019-06-03 00:00:00.000,"2019","1","2010","1",JOSE WALTER                   ,FORTALEZA                     ,CE,1,"0",1,32,,99,4,86.0,67.8842
CURSANDO,331,2019-06-03 00:00:00.000,"2019","1","2018","1",VILA UNIAO                    ,FORTALEZA                     ,CE,0,"0",3,22,,99,8,84.0,61.9435
ABANDONO,332,2023-08-28 15:26:00.000,"2019","1","2016","1",BARRA DO CEARA                ,FORTALEZA                     ,CE,0,"0",0,24,,99,12,100.0,70.169
ABANDONO,333,2023-08-28 15:26:00.000,"2019","1","2018","1",SERRINHA                      ,FORTALEZA                     ,CE,0,"0",0,22,,99,16,90.0,70.169
CURSANDO,334,2019-06-03 00:00:00.000,"2019","1","2018","1",SERRINHA                      ,FORTALEZA                     ,CE,0,"0",1,22,,99,17,88.0,72.9109
CURSANDO,335,2019-06-03 00:00:00.000,"2019","1","2018","1",ITAPERI                       ,FORTALEZA                     ,CE,0,"0",3,22,,99,19,76.0,68.7981
CURSANDO,336,2019-06-03 00:00:00.000,"2019","1","2018","2",JOQUEI CLUBE                  ,FORTALEZA                     ,CE,0,"0",1,22,237,99,24,92.0,71.997
CURSANDO,337,2019-06-03 00:00:00.000,"2019","1","2018","1",VILA UNIAO                    ,FORTALEZA                     ,CE,0,"0",1,23,,99,29,90.0,63.3144
CURSANDO,338,2022-11-01 00:00:00.000,"2019","1","2018","1",ITAOCA                        ,FORTALEZA                     ,CE,0,"0",1,22,,99,30,82.0,66.5132
CURSANDO,339,2019-06-03 00:00:00.000,"2019","1","2018","1",MESSEJANA                     ,FORTALEZA                     ,CE,0,"0",3,22,1,99,40,78.0,65.1423
CURSANDO,340,2019-06-03 00:00:00.000,"2019","1","2018","1",NOVA METROPOLE                ,CAUCAIA                       ,CE,0,"0",3,22,,99,43,92.0,66.0563
CURSANDO,341,2019-06-03 00:00:00.000,"2019","1","2018","1",PASSARE                       ,FORTALEZA                     ,CE,0,"0",3,22,,99,54,84.0,71.083
CURSANDO,342,2019-06-03 00:00:00.000,"2019","1","2018","1",CAJAZEIRAS                    ,FORTALEZA                     ,CE,0,"0",3,22,237,99,56,84.0,70.169
ABANDONO,343,2023-08-28 15:26:00.000,"2019","1","2018","1",BARRA DO CEARA                ,FORTALEZA                     ,CE,0,"0",2,24,,99,62,84.0,69.2551
CURSANDO,344,2019-06-03 00:00:00.000,"2019","1","2010","1",VARJOTA                       ,FORTALEZA                     ,CE,0,"0",1,30,,99,63,84.0,67.4272
DESISTENTE,345,2020-10-06 00:00:00.000,"2019","1","2018","1",LAGOA REDONDA                 ,FORTALEZA                     ,CE,0,"0",1,22,,99,68,76.0,73.3679
CURSANDO,346,2019-06-03 00:00:00.000,"2019","1","2018","1",MARAPONGA                     ,FORTALEZA                     ,CE,0,"0",1,22,,99,78,80.0,62.4005
ABANDONO,347,2023-08-28 15:26:00.000,"2019","1","2018","1",MONDUBIM                      ,FORTALEZA                     ,CE,0,"0",0,22,,99,86,88.0,71.083
ABANDONO,348,2023-08-28 15:26:00.000,"2019","1","2018","1",PASSARE                       ,FORTALEZA                     ,CE,0,"0",3,22,,99,87,78.0,71.997
CURSANDO,349,2019-06-03 00:00:00.000,"2019","1","2017","1",SAO JOAO DO TAUAPE            ,FORTALEZA                     ,CE,0,"0",1,22,,99,89,78.0,68.7981
CURSANDO,350,2019-06-03 00:00:00.000,"2019","1","2018","1",CURICACA                      ,CAUCAIA                       ,CE,0,"0",1,22,,99,94,80.0,69.7121
CURSANDO,351,2019-06-03 00:00:00.000,"2019","1","2018","1",VILA MANOEL SATIRO            ,FORTALEZA                     ,CE,0,"0",1,21,,99,98,76.0,71.54
CURSANDO,352,2019-06-03 00:00:00.000,"2019","1","2018","1",POVOADO DE AREIAS             ,PACAJUS                       ,CE,0,"0",2,22,,99,99,76.0,62.4005
CURSANDO,353,2019-06-03 00:00:00.000,"2019","1","2018","1",PARQUE SAO JOSE               ,FORTALEZA                     ,CE,0,"0",1,22,,99,100,78.0,68.3411
ABANDONO,354,2023-08-28 15:26:00.000,"2019","1","2018","1",NOVA METROPOLE                ,CAUCAIA                       ,CE,0,"0",3,23,,99,104,78.0,64.6853
CURSANDO,355,2019-06-03 00:00:00.000,"2019","1","2018","1",VILA VELHA                    ,FORTALEZA                     ,CE,0,"0",3,22,,99,107,84.0,66.5132
ABANDONO,356,2023-08-28 15:26:00.000,"2019","1","2018","1",CENTRO                        ,AQUIRAZ                       ,CE,0,"0",0,22,,99,108,78.0,61.0295
CURSANDO,357,2019-06-03 00:00:00.000,"2019","1","2018","1",AUTRAN NUNES                  ,FORTALEZA                     ,CE,0,"0",3,23,,99,120,78.0,58.7447
CURSANDO,358,2019-06-03 00:00:00.000,"2019","1","2018","1",MONDUBIM                      ,FORTALEZA                     ,CE,0,"0",0,22,,99,122,86.0,49.6052
CURSANDO,359,2019-06-03 00:00:00.000,"2019","1","2018","1",LAGOA REDONDA                 ,FORTALEZA                     ,CE,0,"0",3,22,,99,11,78.0,65.0313
ABANDONO,360,2023-08-28 15:26:00.000,"2019","1","2018","2",PARQUE POTIRA                 ,CAUCAIA                       ,CE,0,"0",3,22,,99,13,,
TRANSFERIDO,361,2022-07-28 00:00:00.000,"2019","2","2017","1",CANINDEZINHO                  ,FORTALEZA                     ,CE,0,"0",2,24,,2,1,84.0,69.1203
CURSANDO,362,2019-11-25 00:00:00.000,"2019","2","2017","1",NOVA METROPOLE CAUCAIA        ,CAUCAIA                       ,CE,0,"0",3,24,,2,1,82.0,74.2504
CURSANDO,363,2019-11-25 00:00:00.000,"2019","2","2018","1",SAPUPARA                      ,MARANGUAPE                    ,CE,0,"0",3,22,,3,1,78.0,62.0663
ABANDONO,364,2023-08-28 15:26:00.000,"2019","2","2018","1",CANINDEZINHO                  ,FORTALEZA                     ,CE,0,"0",0,22,,3,2,64.0,54.3711
CURSANDO,365,2019-11-25 00:00:00.000,"2019","2","2018","2",MESSEJANA                     ,FORTALEZA                     ,CE,0,"0",3,22,237,2,2,84.0,71.6853
CURSANDO,366,2019-11-25 00:00:00.000,"2019","2","2018","1",JANGURUSSU                    ,FORTALEZA                     ,CE,0,"0",3,22,237,2,3,76.0,69.1203
DESISTENTE,367,2020-02-11 00:00:00.000,"2019","2","2018","2",OUTRA BANDA                   ,MARANGUAPE                    ,CE,0,"0",1,22,,3,3,74.0,58.2187
CURSANDO,368,2019-11-25 00:00:00.000,"2019","2","2017","2",PARQUE SOLEDADE               ,CAUCAIA                       ,CE,0,"0",3,23,237,2,4,70.0,66.5552
CURSANDO,369,2019-11-25 00:00:00.000,"2019","2","2017","1",BARROSO                       ,FORTALEZA                     ,CE,0,"0",3,24,,2,5,82.0,67.1965
CURSANDO,370,2019-11-25 00:00:00.000,"2019","2","2017","1",HENRIQUE JORGE                ,FORTALEZA                     ,CE,0,"0",3,22,,2,6,86.0,60.7838
CURSANDO,371,2019-11-25 00:00:00.000,"2019","2","2017","1",PASSARE                       ,FORTALEZA                     ,CE,0,"0",3,23,,2,7,68.0,65.2727
ABANDONO,372,2023-08-28 15:26:00.000,"2019","2","2018","1",DIAS MACEDO                   ,FORTALEZA                     ,CE,0,"0",3,23,,2,8,80.0,55.6536
CURSANDO,373,2019-11-25 00:00:00.000,"2019","2","2018","1",SANTA RITA                    ,ITAPAJE                       ,CE,0,"0",3,23,,2,9,58.0,44.7521
DESISTENTE,374,2020-02-11 00:00:00.000,"2019","2","2018","1",CIDADE DOS FUNCIONARIOS       ,FORTALEZA                     ,CE,0,"0",1,22,,99,7,132.0,65.9139
ABANDONO,375,2023-08-28 15:26:00.000,"2019","2","2014","1",MONTESE                       ,FORTALEZA                     ,CE,0,"0",3,26,,99,15,122.0,67.8377
CURSANDO,376,2019-11-25 00:00:00.000,"2019","2","2019","1",JANGURUSSU                    ,FORTALEZA                     ,CE,0,"0",1,21,237,99,19,114.0,68.479
ABANDONO,377,2023-08-28 15:26:00.000,"2019","2","2019","1",JOAO XXIII                    ,FORTALEZA                     ,CE,0,"0",0,21,,99,21,104.0,74.8917
ABANDONO,378,2023-08-28 15:26:00.000,"2019","2","2018","1",CAMBEBA                       ,FORTALEZA                     ,CE,0,"0",1,22,,99,23,112.0,70.4028
CURSANDO,379,2019-11-25 00:00:00.000,"2019","2","2019","1",BENFICA                       ,FORTALEZA                     ,CE,0,"0",0,21,,99,25,116.0,71.0441
ABANDONO,380,2023-08-28 15:26:00.000,"2019","2","2019","1",PAPICU                        ,FORTALEZA                     ,CE,0,"0",1,21,,99,27,120.0,60.1425
CURSANDO,381,2019-11-25 00:00:00.000,"2019","2","2004","1",PASSARE                       ,FORTALEZA                     ,CE,1,"0",0,36,,99,3,114.0,67.1965
DESISTENTE,382,2020-01-29 00:00:00.000,"2019","2","2018","1",VILA ELLERY                   ,FORTALEZA                     ,CE,0,"0",1,23,,99,4,110.0,72.9679
CURSANDO,383,2019-11-25 00:00:00.000,"2019","2","2019","1",SAO FRANCISCO                 ,ACARAPE                       ,CE,0,"0",3,21,237,99,6,118.0,67.1965
CURSANDO,384,2019-11-25 00:00:00.000,"2019","2","2019","1",JANGURUSSU                    ,FORTALEZA                     ,CE,0,"0",1,22,,99,7,102.0,73.6091
CURSANDO,385,2019-11-25 00:00:00.000,"2019","2","2019","1",FATIMA                        ,FORTALEZA                     ,CE,0,"0",3,21,,99,10,110.0,71.0441
CURSANDO,386,2019-11-25 00:00:00.000,"2019","2","2019","1",CEARA                         ,FORTALEZA                     ,CE,0,"0",0,26,1,99,11,110.0,72.9679
CURSANDO,387,2019-11-25 00:00:00.000,"2019","2","2019","1",FARIAS BRITO                  ,FORTALEZA                     ,CE,0,"0",3,22,,99,14,110.0,70.4028
ABANDONO,388,2023-08-28 15:26:00.000,"2019","2","2019","1",JANGURUSSU                    ,FORTALEZA                     ,CE,0,"0",1,21,237,99,18,94.0,68.479
DESISTENTE,389,2019-12-12 00:00:00.000,"2019","2","2019","2",PRESIDENTE KENNEDY            ,FORTALEZA                     ,CE,0,"0",3,21,,99,23,94.0,71.0441
CURSANDO,390,2019-11-25 00:00:00.000,"2019","2","2019","1",Sapiranga                     ,FORTALEZA                     ,CE,0,"0",3,21,1,99,24,88.0,69.7615
CURSANDO,391,2019-11-25 00:00:00.000,"2019","2","2019","1",PLANALTO AYRTON SENNA         ,FORTALEZA                     ,CE,0,"0",0,21,1,99,26,108.0,69.1203
CURSANDO,392,2019-11-25 00:00:00.000,"2019","2","1999","1",ITAPERI                       ,FORTALEZA                     ,CE,0,"0",1,42,,99,28,104.0,67.1965
CURSANDO,393,2019-11-25 00:00:00.000,"2019","2","2007","1",BARRA DO CEARA                ,FORTALEZA                     ,CE,0,"0",2,33,,99,29,102.0,62.7076
CURSANDO,394,2019-11-25 00:00:00.000,"2019","2","2018","1",DEMOCRITO ROCHA               ,FORTALEZA                     ,CE,0,"0",0,22,1,99,31,94.0,68.479
CURSANDO,395,2019-11-25 00:00:00.000,"2019","2","2019","1",JANGURUSSU                    ,FORTALEZA                     ,CE,0,"0",3,21,,99,32,94.0,71.6853
ABANDONO,396,2023-08-28 15:26:00.000,"2019","2","2019","1",BAIRRO GUARARAPES             ,FORTALEZA                     ,CE,0,"0",1,22,,99,33,90.0,71.6853
ABANDONO,397,2023-08-28 15:26:00.000,"2019","2","2019","1",LUCIANO CAVALCANTE            ,FORTALEZA                     ,CE,0,"0",1,22,,99,34,102.0,62.0663
CURSANDO,398,2019-11-25 00:00:00.000,"2019","2","2018","1",ALDEOTA                       ,FORTALEZA                     ,CE,0,"0",1,22,1,99,38,100.0,71.0441
CURSANDO,399,2019-11-25 00:00:00.000,"2019","2","2010","1",PARANGABA                     ,FORTALEZA                     ,CE,0,"0",1,30,,99,40,102.0,72.9679
CURSANDO,400,2019-11-25 00:00:00.000,"2019","2","2019","1",BENFICA                       ,FORTALEZA                     ,CE,0,"0",1,22,1,99,41,94.0,72.3266
CURSANDO,401,2019-12-06 00:00:00.000,"2019","2","2007","1",MARAPONGA                     ,FORTALEZA                     ,CE,0,"0",0,34,,99,,,
CURSANDO,402,2020-10-23 00:00:00.000,"2020","1","2017","1",BARROSO                       ,FORTALEZA                     ,CE,0,"0",3,23,1,3,1,106.0,58.6249
CURSANDO,403,2020-10-23 00:00:00.000,"2020","1","2018","1",ZONA RURAL                    ,PACOTI                        ,CE,0,"0",3,24,237,2,2,72.0,56.7976
CURSANDO,404,2020-10-23 00:00:00.000,"2020","1","2018","2",ITAOCA                        ,FORTALEZA                     ,CE,0,"0",3,22,237,2,3,82.0,49.4881
CURSANDO,405,2020-10-23 00:00:00.000,"2020","1","2018","1",QUINTINO CUNHA                ,FORTALEZA                     ,CE,0,"0",0,22,,3,3,94.0,61.0614
CURSANDO,406,2020-10-23 00:00:00.000,"2020","1","2018","1",LAGOA REDONDA                 ,FORTALEZA                     ,CE,0,"0",1,23,,3,4,72.0,65.3252
CURSANDO,407,2020-10-23 00:00:00.000,"2020","1","2017","1",BARRA DO CEARA                ,FORTALEZA                     ,CE,0,"0",3,23,,2,4,52.0,61.6705
CURSANDO,408,2020-10-23 00:00:00.000,"2020","1","2012","1",CIDADES DOS FUNIONARIOS       ,Fortaleza                     ,CE,0,"0",1,29,237,3,5,62.0,68.3708
CURSANDO,409,2020-10-23 00:00:00.000,"2020","1","2016","1",PARANGABA                     ,FORTALEZA                     ,CE,0,"0",0,25,237,3,6,60.0,56.7976
DESISTENTE,410,2023-06-29 00:00:00.000,"2020","1","2019","1",MONTESE                       ,FORTALEZA                     ,CE,0,"3",1,24,,1,2,46.0,65.9344
DESISTENTE,411,2022-03-14 00:00:00.000,"2020","1","2014","1",BELA VISTA                    ,FORTALEZA                     ,CE,0,"0",0,26,237,99,4,116.0,69.5891
CURSANDO,412,2020-10-23 00:00:00.000,"2020","1","2018","1",ALDEOTA                       ,FORTALEZA                     ,CE,0,"0",1,23,,99,14,122.0,65.3252
DESISTENTE,413,2021-10-15 00:00:00.000,"2020","1","2019","1",CAJAZEIRAS                    ,FORTALEZA                     ,CE,0,"0",1,21,,99,18,114.0,61.6705
CURSANDO,414,2020-10-23 00:00:00.000,"2020","1","2014","1",FATIMA                        ,FORTALEZA                     ,CE,0,"0",0,26,,99,26,106.0,72.0256
ABANDONO,415,2023-08-28 15:26:00.000,"2020","1","2019","1",FATIMA                        ,FORTALEZA                     ,CE,0,"0",0,22,237,99,6,108.0,68.3708
ABANDONO,416,2023-08-28 15:26:00.000,"2020","1","2019","1",SABIAGUABA                    ,FORTALEZA                     ,CE,0,"0",1,21,,99,25,106.0,64.7161
ABANDONO,417,2023-08-28 15:26:00.000,"2020","1","2018","1",SAO JOAO DO TAUAPE            ,FORTALEZA                     ,CE,0,"0",1,22,,99,36,106.0,61.0614
CURSANDO,418,2020-10-23 00:00:00.000,"2020","1","2019","1",JOAQUIM TAVORA                ,FORTALEZA                     ,CE,0,"0",1,21,,99,45,102.0,68.3708
CURSANDO,419,2020-10-23 00:00:00.000,"2020","1","2019","1",CAMBEBA                       ,FORTALEZA                     ,CE,0,"0",1,21,,99,101,96.0,66.5435
CURSANDO,420,2020-10-23 00:00:00.000,"2020","1","2019","1",CAIS DO PORTO                 ,FORTALEZA                     ,CE,0,"0",3,21,,99,40,64.0,39.1331
CURSANDO,421,2020-10-23 00:00:00.000,"2020","1","2020","1",CONJUNTO CEARÁ II             ,FORTALEZA                     ,CE,0,"0",3,20,237,99,2,,
CURSANDO,422,2020-10-23 00:00:00.000,"2020","1","2015","2",PARANGABA                     ,FORTALEZA                     ,CE,0,"0",1,25,,99,4,,
CURSANDO,423,2020-10-23 00:00:00.000,"2020","1","2018","1",DAMAS                         ,FORTALEZA                     ,CE,0,"0",0,23,1,99,5,,
DESISTENTE,424,2021-04-21 00:00:00.000,"2020","1","2019","1",BOA VISTA                     ,FORTALEZA                     ,CE,0,"0",1,21,,99,6,,
CURSANDO,425,2020-10-23 00:00:00.000,"2020","1","2019","2",VILA XEXEU                    ,CASCAVEL                      ,CE,0,"0",3,22,,99,7,,
CURSANDO,426,2020-10-23 00:00:00.000,"2020","1","2018","2",MARACANAU                     ,MARACANAU                     ,CE,0,"0",0,22,237,99,14,,
ABANDONO,427,2023-08-28 15:26:00.000,"2020","1","1994","1",DAMAS                         ,FORTALEZA                     ,CE,0,"0",3,46,,99,15,,
ABANDONO,428,2023-08-28 15:26:00.000,"2020","1","2018","1",CONJUNTO PALMEIRAS            ,FORTALEZA                     ,CE,0,"0",1,24,,99,16,,
DESISTENTE,429,2020-11-19 00:00:00.000,"2020","1","2019","2",HENRIQUE JORGE                ,FORTALEZA                     ,CE,0,"0",0,21,,99,17,,
CURSANDO,430,2020-10-23 00:00:00.000,"2020","1","2018","1",ITAPERI                       ,FORTALEZA                     ,CE,0,"0",1,22,237,99,18,,
CURSANDO,431,2020-10-23 00:00:00.000,"2020","1","2018","2",PRESIDENTE KENNEDY            ,FORTALEZA                     ,CE,0,"0",1,22,,99,20,,
CURSANDO,432,2020-10-23 00:00:00.000,"2020","1","2018","1",CONJUNTO CEARÁ II             ,FORTALEZA                     ,CE,0,"0",1,22,,99,21,,
DESISTENTE,433,2021-07-26 00:00:00.000,"2020","2","2019","2",BARRA DO CEARA                ,FORTALEZA                     ,CE,0,"0",4,21,,3,1,100.0,70.196
DESISTENTE,434,2021-10-13 00:00:00.000,"2020","2","2013","1",VILA UNIAO                    ,FORTALEZA                     ,CE,0,"5",1,27,,1,1,112.0,63.8603
CURSANDO,435,2021-03-23 00:00:00.000,"2020","2","2019","1",PAUPINA                       ,FORTALEZA                     ,CE,0,"0",3,22,,2,1,104.0,63.8603
DESISTENTE,436,2021-05-28 00:00:00.000,"2020","2","2018","2",PASSARE                       ,FORTALEZA                     ,CE,0,"0",3,22,,2,2,82.0,70.196
ABANDONO,437,2023-08-28 15:26:00.000,"2020","2","2018","1",PAUPINA                       ,FORTALEZA                     ,CE,0,"0",0,22,,3,2,92.0,69.5624
ABANDONO,438,2023-08-28 15:26:00.000,"2020","2","2016","1",paupina                       ,Fortaleza                     ,CE,0,"0",3,24,,2,3,82.0,56.891
CURSANDO,439,2021-03-23 00:00:00.000,"2020","2","2020","2",VILA MANOEL SATIRO            ,FORTALEZA                     ,CE,0,"0",3,22,,2,4,66.0,58.7917
ABANDONO,440,2023-08-28 15:26:00.000,"2020","2","2018","1",PLANALTO AIRTON SENNA         ,FORTALEZA                     ,CE,0,"0",3,23,,2,5,68.0,58.7917
CURSANDO,441,2021-03-23 00:00:00.000,"2020","2","2019","1",CENTRO                        ,Barreira                      ,CE,0,"0",3,22,237,2,6,86.0,39.7846
CURSANDO,442,2021-03-23 00:00:00.000,"2020","2","2019","1",AEROLANDIA                    ,FORTALEZA                     ,CE,0,"0",3,22,,2,7,84.0,56.891
CURSANDO,443,2021-03-23 00:00:00.000,"2020","2","2020","1",BOM SUCESSO                   ,FORTALEZA                     ,CE,0,"0",0,20,,99,1,164.0,72.7302
ABANDONO,444,2023-08-28 15:26:00.000,"2020","2","2020","1",HENRIQUE JORGE                ,FORTALEZA                     ,CE,0,"0",1,20,,99,2,148.0,72.0967
ABANDONO,445,2023-08-28 15:26:00.000,"2020","2","2020","1",MEIRELES                      ,FORTALEZA                     ,CE,0,"0",1,20,,99,3,146.0,70.8295
CURSANDO,446,2021-03-23 00:00:00.000,"2020","2","2019","2",LAGOA REDONDA                 ,FORTALEZA                     ,CE,0,"0",3,21,,99,4,138.0,68.9288
DESISTENTE,447,2021-04-22 00:00:00.000,"2020","2","2020","1",CENTRO                        ,FORTALEZA                     ,CE,0,"0",0,20,,99,5,146.0,63.2267
DESISTENTE,448,2021-04-22 00:00:00.000,"2020","2","2020","1",BOM FUTURO                    ,FORTALEZA                     ,CE,0,"0",1,20,,99,7,144.0,72.0967
ABANDONO,449,2023-08-28 15:26:00.000,"2020","2","2020","2",FATIMA                        ,FORTALEZA                     ,CE,0,"0",0,20,237,99,9,128.0,72.7302
TRANSFERIDO,450,2023-01-10 00:00:00.000,"2020","2","2020","1",PARQUE GUADALAJARA            ,CAUCAIA                       ,CE,0,"0",1,20,237,99,12,138.0,63.2267
DESISTENTE,451,2021-04-20 00:00:00.000,"2020","2","2020","1",CAMBEBA                       ,FORTALEZA                     ,CE,0,"0",1,20,,99,14,132.0,68.2952
CURSANDO,452,2021-03-23 00:00:00.000,"2020","2","2019","1",FATIMA                        ,FORTALEZA                     ,CE,0,"0",1,21,,99,16,130.0,63.8603
DESISTENTE,453,2021-04-06 00:00:00.000,"2020","2","2020","1",MONDUBIM                      ,FORTALEZA                     ,CE,0,"0",3,20,,99,17,146.0,72.0967
DESISTENTE,454,2021-04-09 00:00:00.000,"2020","2","2020","1",PARQUELANDIA                  ,FORTALEZA                     ,CE,0,"0",0,21,,99,19,144.0,72.7302
DESISTENTE,455,2021-04-21 00:00:00.000,"2020","2","2020","2",MARAPONGA                     ,FORTALEZA                     ,CE,0,"0",1,20,,99,20,146.0,69.5624
CURSANDO,456,2021-03-23 00:00:00.000,"2020","2","2020","1",CAMBEBA                       ,FORTALEZA                     ,CE,0,"0",3,20,,99,21,126.0,60.6924
DESISTENTE,457,2021-04-16 00:00:00.000,"2020","2","2020","2",VILA UNIAO                    ,FORTALEZA                     ,CE,0,"0",0,20,,99,23,138.0,72.7302
DESISTENTE,458,2021-04-19 00:00:00.000,"2020","2","2020","2",BARRA DO CEARA                ,FORTALEZA                     ,CE,0,"0",0,20,,99,24,132.0,71.4631
DESISTENTE,459,2021-04-08 00:00:00.000,"2020","2","2020","2",PARQUE IRACEMA                ,FORTALEZA                     ,CE,0,"0",1,21,,99,27,134.0,65.761
DESISTENTE,460,2021-04-20 00:00:00.000,"2020","2","2020","1",NOVO PABUSSU                  ,CAUCAIA                       ,CE,0,"0",1,21,,99,28,132.0,67.0281
CURSANDO,461,2021-03-23 00:00:00.000,"2020","2","2020","1",JOSE WALTER                   ,FORTALEZA                     ,CE,0,"0",1,20,1,99,29,122.0,67.0281
CURSANDO,462,2021-03-23 00:00:00.000,"2020","2","2020","1",MONTESE                       ,FORTALEZA                     ,CE,0,"0",3,23,237,99,30,126.0,58.7917
ABANDONO,463,2023-08-28 15:26:00.000,"2020","2","2020","1",CIDADE DOS FUNCIONARIOS       ,FORTALEZA                     ,CE,0,"0",0,20,,99,1,134.0,61.9595
ABANDONO,464,2023-08-28 15:26:00.000,"2020","2","2005","1",DEMOCRITO ROCHA               ,FORTALEZA                     ,CE,0,"0",1,35,,99,2,146.0,48.6546
CURSANDO,465,2021-03-23 00:00:00.000,"2020","2","2020","2",PARREAO                       ,FORTALEZA                     ,CE,0,"0",0,20,237,99,3,134.0,72.7302
TRANSFERIDO,466,2022-07-28 00:00:00.000,"2020","2","2020","1",ALDEOTA                       ,FORTALEZA                     ,CE,0,"0",1,21,,99,4,130.0,58.1581
ABANDONO,467,2023-08-28 15:26:00.000,"2020","2","2019","1",SERRINHA                      ,FORTALEZA                     ,CE,0,"0",1,21,,99,5,134.0,68.2952
CURSANDO,468,2021-03-23 00:00:00.000,"2020","2","2020","1",PICI                          ,FORTALEZA                     ,CE,0,"0",1,20,237,99,6,134.0,63.2267
TRANSFERIDO,469,2022-07-28 00:00:00.000,"2020","2","2020","1",ALDEORA                       ,FORTALEZA                     ,CE,0,"0",1,20,,99,7,128.0,71.4631
CURSANDO,470,2021-03-23 00:00:00.000,"2020","2","2019","2",PREFEITO JOSE WALTER          ,FORTALEZA                     ,CE,0,"0",1,22,237,99,9,132.0,69.5624
DESISTENTE,471,2021-04-19 00:00:00.000,"2020","2","2020","1",COCO                          ,FORTALEZA                     ,CE,0,"0",1,20,,99,10,138.0,64.4938
CURSANDO,472,2021-03-23 00:00:00.000,"2020","2","2020","1",MEIRELES                      ,FORTALEZA                     ,CE,0,"0",3,20,,99,11,126.0,62.5931
CURSANDO,473,2021-04-02 00:00:00.000,"2020","2","2019","1",ITAPERI                       ,FORTALEZA                     ,CE,0,"0",1,21,,99,30,,
